날짜,개인,외국인,기관계,금융투자,보험,투신 (사모),은행,기타금융기관,연기금등,기타법인,date,외국인합계,기관합계
21.11.03,8392.0,-4444.0,-4204.0,-5525.0,25.0,-116.0,-25.0,-48.0,1485.0,257.0,2021-11-03,-4444.0,-4204.0
21.11.04,-6954.0,3474.0,3374.0,4639.0,-155.0,28.0,24.0,68.0,-1229.0,106.0,2021-11-04,3474.0,3374.0
21.11.05,3262.0,1023.0,-4450.0,-1656.0,56.0,-846.0,-18.0,39.0,-2025.0,165.0,2021-11-05,1023.0,-4450.0
21.11.08,3642.0,-1174.0,-2761.0,12.0,108.0,-1906.0,-27.0,-19.0,-929.0,293.0,2021-11-08,-1174.0,-2761.0
21.11.09,-1565.0,-1373.0,2740.0,4021.0,18.0,-261.0,20.0,32.0,-1090.0,198.0,2021-11-09,-1373.0,2740.0
21.11.10,2341.0,-177.0,-2350.0,-741.0,12.0,-726.0,0.0,16.0,-911.0,185.0,2021-11-10,-177.0,-2350.0
21.11.11,1314.0,885.0,-2426.0,16.0,105.0,-1154.0,40.0,-23.0,-1410.0,227.0,2021-11-11,885.0,-2426.0
21.11.12,-10402.0,4271.0,5945.0,4280.0,-44.0,576.0,45.0,43.0,1045.0,186.0,2021-11-12,4271.0,5945.0
21.11.15,-8137.0,3983.0,4147.0,4120.0,-22.0,-407.0,-7.0,-5.0,468.0,7.0,2021-11-15,3983.0,4147.0
21.11.16,-1456.0,6488.0,-5171.0,808.0,-48.0,-643.0,21.0,-4666.0,-643.0,140.0,2021-11-16,6488.0,-5171.0
21.11.17,7260.0,1097.0,-8757.0,-6267.0,-137.0,-1126.0,111.0,-337.0,-1001.0,400.0,2021-11-17,1097.0,-8757.0
21.11.18,2213.0,-457.0,-1974.0,-305.0,-136.0,-952.0,10.0,-37.0,-553.0,217.0,2021-11-18,-457.0,-1974.0
21.11.19,-3542.0,2328.0,750.0,1244.0,-161.0,-227.0,12.0,8.0,-127.0,464.0,2021-11-19,2328.0,750.0
21.11.22,-13692.0,7957.0,5671.0,5632.0,-82.0,-436.0,-33.0,48.0,542.0,63.0,2021-11-22,7957.0,5671.0
21.11.23,3802.0,2799.0,-6961.0,-5625.0,-8.0,-1090.0,-4.0,33.0,-266.0,360.0,2021-11-23,2799.0,-6961.0
21.11.24,2394.0,3178.0,-5931.0,-5130.0,12.0,-1085.0,-14.0,40.0,245.0,360.0,2021-11-24,3178.0,-5931.0
21.11.25,2012.0,-946.0,-1504.0,-577.0,29.0,-849.0,-92.0,-2.0,-13.0,437.0,2021-11-25,-946.0,-1504.0
21.11.26,4881.0,-1769.0,-3710.0,-2760.0,-201.0,-109.0,-57.0,-22.0,-562.0,598.0,2021-11-26,-1769.0,-3710.0
21.11.29,-7619.0,396.0,7143.0,6815.0,21.0,758.0,-57.0,-34.0,-360.0,80.0,2021-11-29,396.0,7143.0
21.11.30,7338.0,-1332.0,-6400.0,-4314.0,-55.0,-1082.0,42.0,33.0,-1024.0,394.0,2021-11-30,-1332.0,-6400.0
21.12.01,-10107.0,9423.0,-1110.0,-1365.0,49.0,1087.0,-2133.0,20.0,1233.0,1793.0,2021-12-01,9423.0,-1110.0
21.12.02,-9199.0,8851.0,29.0,-115.0,-34.0,-170.0,2.0,-20.0,365.0,318.0,2021-12-02,8851.0,29.0
21.12.03,-2655.0,1515.0,887.0,-960.0,24.0,386.0,22.0,-122.0,1537.0,252.0,2021-12-03,1515.0,887.0
21.12.06,-1679.0,20.0,1521.0,587.0,-12.0,152.0,5.0,-28.0,817.0,138.0,2021-12-06,20.0,1521.0
21.12.07,-1396.0,2074.0,-757.0,-1137.0,-162.0,1246.0,23.0,-20.0,-707.0,78.0,2021-12-07,2074.0,-757.0
21.12.08,-6862.0,-789.0,8027.0,8948.0,-278.0,-416.0,-14.0,-27.0,-187.0,-376.0,2021-12-08,-789.0,8027.0
21.12.09,-5076.0,3261.0,6368.0,9624.0,468.0,-1287.0,-24.0,-18.0,-2395.0,-4553.0,2021-12-09,3261.0,6368.0
21.12.10,150.0,-2887.0,2395.0,-815.0,-112.0,2336.0,-19.0,-34.0,1040.0,343.0,2021-12-10,-2887.0,2395.0
21.12.13,-3683.0,-1385.0,4688.0,3864.0,-72.0,164.0,-32.0,18.0,744.0,380.0,2021-12-13,-1385.0,4688.0
21.12.14,-376.0,1834.0,-1878.0,-1698.0,-177.0,-792.0,-11.0,-41.0,841.0,420.0,2021-12-14,1834.0,-1878.0
21.12.15,1668.0,-225.0,-1700.0,-361.0,-123.0,-546.0,-45.0,56.0,-681.0,257.0,2021-12-15,-225.0,-1700.0
21.12.16,-1692.0,1835.0,-515.0,965.0,-363.0,-823.0,-21.0,-6.0,-266.0,373.0,2021-12-16,1835.0,-515.0
21.12.17,-5272.0,5319.0,-138.0,1411.0,-133.0,-1328.0,2.0,-37.0,-54.0,91.0,2021-12-17,5319.0,-138.0
21.12.20,10860.0,-5544.0,-5749.0,-2872.0,-94.0,-1650.0,-36.0,-34.0,-1063.0,433.0,2021-12-20,-5544.0,-5749.0
21.12.21,-6476.0,293.0,6018.0,5879.0,-175.0,163.0,-6.0,-72.0,230.0,165.0,2021-12-21,293.0,6018.0
21.12.22,-4998.0,4160.0,613.0,688.0,-89.0,269.0,-2.0,-83.0,-170.0,225.0,2021-12-22,4160.0,613.0
21.12.23,-8209.0,2261.0,5787.0,5874.0,-54.0,405.0,23.0,-231.0,-230.0,161.0,2021-12-23,2261.0,5787.0
21.12.24,-11324.0,1894.0,9161.0,8088.0,-30.0,1151.0,-7.0,-240.0,199.0,269.0,2021-12-24,1894.0,9161.0
21.12.27,-5443.0,486.0,4362.0,4100.0,192.0,332.0,21.0,-158.0,-124.0,594.0,2021-12-27,486.0,4362.0
21.12.28,-19976.0,4489.0,15189.0,14541.0,711.0,374.0,-56.0,-344.0,-38.0,298.0,2021-12-28,4489.0,15189.0
21.12.29,18519.0,-1223.0,-17360.0,-14942.0,-807.0,-331.0,-314.0,-86.0,-881.0,64.0,2021-12-29,-1223.0,-17360.0
21.12.30,9536.0,-2138.0,-7606.0,-9288.0,101.0,2071.0,-22.0,1.0,-469.0,207.0,2021-12-30,-2138.0,-7606.0
22.01.03,5230.0,2654.0,-8110.0,-6744.0,-260.0,-707.0,-14.0,-10.0,-376.0,226.0,2022-01-03,2654.0,-8110.0
22.01.04,6457.0,904.0,-7453.0,-7640.0,-79.0,381.0,26.0,17.0,-158.0,92.0,2022-01-04,904.0,-7453.0
22.01.05,6984.0,6175.0,-13222.0,-10545.0,-570.0,-1329.0,0.0,16.0,-794.0,63.0,2022-01-05,6175.0,-13222.0
22.01.06,2847.0,1812.0,-4855.0,-3622.0,-394.0,808.0,-294.0,63.0,-1416.0,196.0,2022-01-06,1812.0,-4855.0
22.01.07,-2442.0,6554.0,-3357.0,-3834.0,59.0,1034.0,-13.0,1.0,-604.0,-755.0,2022-01-07,6554.0,-3357.0
22.01.10,5729.0,-820.0,-4999.0,-2873.0,-1.0,-761.0,-15.0,-7.0,-1343.0,90.0,2022-01-10,-820.0,-4999.0
22.01.11,-2189.0,4828.0,-2619.0,-1137.0,-451.0,-45.0,-34.0,-11.0,-941.0,-20.0,2022-01-11,4828.0,-2619.0
22.01.12,-10728.0,4551.0,6055.0,5953.0,-324.0,166.0,-93.0,29.0,323.0,123.0,2022-01-12,4551.0,6055.0
22.01.13,-935.0,3697.0,-3031.0,-1787.0,-303.0,814.0,4.0,-11.0,-1747.0,269.0,2022-01-13,3697.0,-3031.0
22.01.14,8069.0,-2451.0,-5953.0,-4965.0,-292.0,-444.0,-1.0,-106.0,-144.0,335.0,2022-01-14,-2451.0,-5953.0
22.01.17,4814.0,-6888.0,1782.0,293.0,-499.0,-1614.0,4348.0,11.0,-757.0,292.0,2022-01-17,-6888.0,1782.0
22.01.18,1999.0,157.0,-2274.0,-332.0,-257.0,-1260.0,-39.0,-4.0,-381.0,118.0,2022-01-18,157.0,-2274.0
22.01.19,-294.0,347.0,-119.0,1540.0,-74.0,-166.0,-229.0,2.0,-1192.0,66.0,2022-01-19,347.0,-119.0
22.01.20,1461.0,-2774.0,1091.0,2907.0,21.0,-805.0,-16.0,4.0,-1020.0,221.0,2022-01-20,-2774.0,1091.0
22.01.21,8958.0,-2205.0,-6434.0,-1955.0,-580.0,-1939.0,18.0,3.0,-1981.0,-318.0,2022-01-21,-2205.0,-6434.0
22.01.24,-1377.0,-4362.0,5936.0,7811.0,-820.0,-497.0,18.0,-20.0,-555.0,-197.0,2022-01-24,-4362.0,5936.0
22.01.25,5733.0,-4310.0,-1681.0,-242.0,-11.0,44.0,8.0,-23.0,-1458.0,257.0,2022-01-25,-4310.0,-1681.0
22.01.26,2218.0,-2417.0,-158.0,2578.0,-865.0,-265.0,21.0,-22.0,-1604.0,357.0,2022-01-26,-2417.0,-158.0
22.01.27,-1393.0,-17056.0,18478.0,1033.0,1517.0,3782.0,0.0,-84.0,12231.0,-29.0,2022-01-27,-17056.0,18478.0
22.01.28,2735.0,-7010.0,3923.0,549.0,781.0,1844.0,44.0,-3.0,707.0,352.0,2022-01-28,-7010.0,3923.0
22.02.03,-1339.0,838.0,497.0,-1092.0,224.0,-64.0,80.0,11.0,1336.0,5.0,2022-02-03,838.0,497.0
22.02.04,-4149.0,1904.0,2144.0,-1396.0,227.0,1458.0,67.0,-30.0,1818.0,101.0,2022-02-04,1904.0,2144.0
22.02.07,8109.0,-69.0,-8325.0,-7517.0,186.0,-206.0,6.0,-14.0,-780.0,285.0,2022-02-07,-69.0,-8325.0
22.02.08,456.0,-961.0,394.0,648.0,-191.0,-375.0,31.0,39.0,241.0,112.0,2022-02-08,-961.0,394.0
22.02.09,-4601.0,2396.0,1970.0,1960.0,1.0,-147.0,23.0,-14.0,147.0,235.0,2022-02-09,2396.0,1970.0
22.02.10,-3068.0,8345.0,-5419.0,-4322.0,44.0,-1039.0,1.0,-35.0,-68.0,142.0,2022-02-10,8345.0,-5419.0
22.02.11,706.0,6103.0,-6953.0,-3824.0,112.0,-593.0,-8.0,-74.0,-2565.0,144.0,2022-02-11,6103.0,-6953.0
22.02.14,-1893.0,667.0,961.0,407.0,-24.0,-1132.0,15.0,-48.0,1743.0,266.0,2022-02-14,667.0,961.0
22.02.15,1705.0,-2192.0,342.0,1507.0,-97.0,-945.0,16.0,29.0,-167.0,144.0,2022-02-15,-2192.0,342.0
22.02.16,-2080.0,-445.0,2254.0,2418.0,-122.0,-37.0,-10.0,6.0,-1.0,271.0,2022-02-16,-445.0,2254.0
22.02.17,-10983.0,6493.0,4345.0,1062.0,69.0,2611.0,8.0,14.0,579.0,145.0,2022-02-17,6493.0,4345.0
22.02.18,422.0,-1514.0,1040.0,508.0,37.0,2.0,2.0,21.0,470.0,53.0,2022-02-18,-1514.0,1040.0
22.02.21,1016.0,-634.0,-896.0,-1206.0,345.0,-23.0,-1.0,19.0,-31.0,514.0,2022-02-21,-634.0,-896.0
22.02.22,6714.0,-3266.0,-3823.0,-2480.0,-113.0,-500.0,52.0,10.0,-792.0,375.0,2022-02-22,-3266.0,-3823.0
22.02.23,634.0,-2667.0,1896.0,1808.0,-156.0,-63.0,27.0,6.0,274.0,137.0,2022-02-23,-2667.0,1896.0
22.02.24,10998.0,-6669.0,-4826.0,-3088.0,-85.0,-723.0,75.0,53.0,-1058.0,498.0,2022-02-24,-6669.0,-4826.0
22.02.25,-852.0,-1230.0,1942.0,2707.0,-186.0,109.0,22.0,3.0,-713.0,140.0,2022-02-25,-1230.0,1942.0
22.02.28,2908.0,966.0,-3801.0,-2767.0,-157.0,-519.0,-107.0,-8.0,-242.0,-73.0,2022-02-28,966.0,-3801.0
22.03.02,4264.0,-3064.0,-1322.0,-1289.0,244.0,-277.0,-2.0,-2.0,4.0,121.0,2022-03-02,-3064.0,-1322.0
22.03.03,-3912.0,1331.0,2591.0,1357.0,400.0,309.0,61.0,-18.0,482.0,-11.0,2022-03-03,1331.0,2591.0
22.03.04,9868.0,-5869.0,-4256.0,-3217.0,444.0,-751.0,44.0,88.0,-863.0,256.0,2022-03-04,-5869.0,-4256.0
22.03.07,21153.0,-11815.0,-9598.0,-6308.0,15.0,-1880.0,-23.0,27.0,-1430.0,260.0,2022-03-07,-11815.0,-9598.0
22.03.08,7320.0,-4736.0,-2914.0,-1485.0,46.0,-1129.0,40.0,3.0,-389.0,330.0,2022-03-08,-4736.0,-2914.0
22.03.10,-3525.0,-4270.0,7645.0,7384.0,206.0,568.0,32.0,27.0,-572.0,150.0,2022-03-10,-4270.0,7645.0
22.03.11,10294.0,-6861.0,-3710.0,-2895.0,73.0,-4.0,79.0,-12.0,-951.0,277.0,2022-03-11,-6861.0,-3710.0
22.03.14,6250.0,-6399.0,55.0,-166.0,226.0,-810.0,6.0,-18.0,816.0,94.0,2022-03-14,-6399.0,55.0
22.03.15,5986.0,-6753.0,478.0,-238.0,10.0,-403.0,33.0,16.0,1060.0,288.0,2022-03-15,-6753.0,478.0
22.03.16,-2363.0,-1341.0,3656.0,2738.0,-127.0,497.0,-32.0,27.0,553.0,48.0,2022-03-16,-1341.0,3656.0
22.03.17,-6954.0,4639.0,2504.0,1968.0,195.0,579.0,52.0,14.0,-304.0,-189.0,2022-03-17,4639.0,2504.0
22.03.18,1353.0,-1021.0,-143.0,-141.0,46.0,-576.0,31.0,-31.0,529.0,-190.0,2022-03-18,-1021.0,-143.0
22.03.21,8060.0,-4898.0,-3346.0,-1829.0,42.0,-736.0,-208.0,-24.0,-591.0,185.0,2022-03-21,-4898.0,-3346.0
22.03.22,-1855.0,2198.0,-323.0,2867.0,-81.0,486.0,-3856.0,-204.0,465.0,-20.0,2022-03-22,2198.0,-323.0
22.03.23,-2985.0,572.0,2355.0,2330.0,-142.0,-315.0,-9.0,-62.0,553.0,59.0,2022-03-23,572.0,2355.0
22.03.24,5091.0,10162.0,-15859.0,-1810.0,-27.0,0.0,-13752.0,-11.0,-259.0,605.0,2022-03-24,10162.0,-15859.0
22.03.25,6634.0,-5517.0,-1278.0,-1141.0,-111.0,-229.0,-8.0,168.0,43.0,161.0,2022-03-25,-5517.0,-1278.0
22.03.28,1921.0,-2628.0,676.0,1382.0,-262.0,-583.0,12.0,90.0,36.0,31.0,2022-03-28,-2628.0,676.0
22.03.29,-85.0,-2799.0,3266.0,4254.0,-208.0,-425.0,-7.0,-7.0,-342.0,-382.0,2022-03-29,-2799.0,3266.0
22.03.30,-1380.0,-96.0,1593.0,2252.0,109.0,-610.0,-8.0,134.0,-285.0,-117.0,2022-03-30,-96.0,1593.0
22.03.31,-128.0,-1743.0,1887.0,1631.0,-166.0,257.0,-23.0,122.0,66.0,-17.0,2022-03-31,-1743.0,1887.0
22.04.01,8460.0,-681.0,-7830.0,-6096.0,-172.0,-489.0,-14.0,86.0,-1146.0,52.0,2022-04-01,-681.0,-7830.0
22.04.04,-26.0,223.0,136.0,214.0,-214.0,309.0,-15.0,68.0,-226.0,-333.0,2022-04-04,223.0,136.0
22.04.05,2382.0,144.0,-2478.0,-1918.0,-260.0,-224.0,-25.0,72.0,-123.0,-48.0,2022-04-05,144.0,-2478.0
22.04.06,11402.0,-5836.0,-5658.0,-4424.0,-297.0,-35.0,-49.0,109.0,-962.0,92.0,2022-04-06,-5836.0,-5658.0
22.04.07,12799.0,-7683.0,-5203.0,-3830.0,-173.0,-1043.0,-49.0,81.0,-190.0,87.0,2022-04-07,-7683.0,-5203.0
22.04.08,4234.0,-4544.0,98.0,-31.0,-235.0,162.0,-47.0,63.0,186.0,213.0,2022-04-08,-4544.0,98.0
22.04.11,1259.0,-1343.0,18.0,-419.0,-175.0,457.0,27.0,-22.0,150.0,66.0,2022-04-11,-1343.0,18.0
22.04.12,5614.0,-4657.0,-1203.0,-925.0,-238.0,158.0,176.0,129.0,-503.0,247.0,2022-04-12,-4657.0,-1203.0
22.04.13,-5842.0,-649.0,6393.0,3266.0,-222.0,1647.0,16.0,175.0,1510.0,98.0,2022-04-13,-649.0,6393.0
22.04.14,898.0,-2528.0,1547.0,864.0,62.0,1583.0,0.0,84.0,-1046.0,84.0,2022-04-14,-2528.0,1547.0
22.04.15,7486.0,-3181.0,-4426.0,-5032.0,110.0,441.0,-41.0,3.0,93.0,120.0,2022-04-15,-3181.0,-4426.0
22.04.18,1020.0,-947.0,-188.0,-522.0,9.0,-105.0,1.0,13.0,415.0,115.0,2022-04-18,-947.0,-188.0
22.04.19,-3431.0,331.0,3364.0,1503.0,103.0,471.0,14.0,-2.0,1276.0,-264.0,2022-04-19,331.0,3364.0
22.04.20,738.0,948.0,-1612.0,-2527.0,32.0,345.0,8.0,9.0,521.0,-73.0,2022-04-20,948.0,-1612.0
22.04.21,-5667.0,-597.0,6366.0,5104.0,-103.0,644.0,-28.0,-10.0,759.0,-102.0,2022-04-21,-597.0,6366.0
22.04.22,8362.0,-1556.0,-6975.0,-5972.0,-116.0,-214.0,-26.0,-15.0,-633.0,169.0,2022-04-22,-1556.0,-6975.0
22.04.25,10634.0,-7229.0,-3476.0,-2374.0,12.0,-990.0,-11.0,-37.0,-77.0,71.0,2022-04-25,-7229.0,-3476.0
22.04.26,-608.0,-2466.0,2697.0,1404.0,-263.0,230.0,-15.0,-13.0,1354.0,377.0,2022-04-26,-2466.0,2697.0
22.04.27,9052.0,-6797.0,-2418.0,-994.0,183.0,-2345.0,7.0,-244.0,975.0,164.0,2022-04-27,-6797.0,-2418.0
22.04.28,-1687.0,-365.0,1942.0,-530.0,106.0,1255.0,-36.0,-7.0,1154.0,109.0,2022-04-28,-365.0,1942.0
22.04.29,-4933.0,144.0,4931.0,2061.0,91.0,1779.0,-149.0,-17.0,1166.0,-142.0,2022-04-29,144.0,4931.0
22.05.02,2247.0,-675.0,-1806.0,-960.0,-187.0,-582.0,69.0,-95.0,-52.0,234.0,2022-05-02,-675.0,-1806.0
22.05.03,1042.0,1190.0,-2140.0,-1761.0,-163.0,246.0,-2.0,-1.0,-459.0,-92.0,2022-05-03,1190.0,-2140.0
22.05.04,1009.0,314.0,-1502.0,644.0,-61.0,-1353.0,-16.0,-132.0,-584.0,179.0,2022-05-04,314.0,-1502.0
22.05.06,7644.0,-4811.0,-3001.0,-1534.0,-147.0,-1464.0,26.0,3.0,115.0,168.0,2022-05-06,-4811.0,-3001.0
22.05.09,3381.0,-1957.0,-1768.0,723.0,-409.0,-963.0,24.0,-29.0,-1114.0,344.0,2022-05-09,-1957.0,-1768.0
22.05.10,2856.0,-3196.0,75.0,956.0,-71.0,-720.0,72.0,-168.0,7.0,265.0,2022-05-10,-3196.0,75.0
22.05.11,3453.0,-2889.0,-893.0,-1294.0,-73.0,420.0,45.0,3.0,7.0,329.0,2022-05-11,-2889.0,-893.0
22.05.12,3909.0,-2797.0,-1575.0,-416.0,-3.0,-66.0,-15.0,-49.0,-1025.0,464.0,2022-05-12,-2797.0,-1575.0
22.05.13,-9082.0,642.0,8618.0,6286.0,-238.0,1411.0,10.0,-107.0,1256.0,-178.0,2022-05-13,642.0,8618.0
22.05.16,650.0,9.0,-1159.0,-1048.0,-108.0,-79.0,18.0,-82.0,141.0,500.0,2022-05-16,9.0,-1159.0
22.05.17,-3083.0,-543.0,5409.0,4760.0,-159.0,183.0,10.0,-26.0,641.0,-1783.0,2022-05-17,-543.0,5409.0
22.05.18,260.0,2973.0,-3496.0,-3179.0,-86.0,2531.0,42.0,-25.0,-2778.0,263.0,2022-05-18,2973.0,-3496.0
22.05.19,5168.0,-896.0,-4828.0,-3546.0,-20.0,-1508.0,-15.0,-66.0,326.0,556.0,2022-05-19,-896.0,-4828.0
22.05.20,-10412.0,1943.0,8365.0,7418.0,-3.0,210.0,-77.0,-109.0,928.0,104.0,2022-05-20,1943.0,8365.0
22.05.23,-1653.0,-300.0,1697.0,3447.0,-22.0,-1173.0,-49.0,79.0,-585.0,255.0,2022-05-23,-300.0,1697.0
22.05.24,5786.0,-3237.0,-2821.0,-1682.0,-121.0,-630.0,-73.0,50.0,-365.0,271.0,2022-05-24,-3237.0,-2821.0
22.05.25,-3581.0,-1663.0,5112.0,5510.0,24.0,-754.0,0.0,-29.0,360.0,132.0,2022-05-25,-1663.0,5112.0
22.05.26,930.0,367.0,-1546.0,-332.0,-185.0,-133.0,-11.0,-88.0,-797.0,249.0,2022-05-26,367.0,-1546.0
22.05.27,-7447.0,2739.0,5544.0,4981.0,40.0,331.0,14.0,-99.0,277.0,-835.0,2022-05-27,2739.0,5544.0
22.05.30,-8021.0,3493.0,4204.0,3154.0,165.0,768.0,-20.0,-71.0,209.0,324.0,2022-05-30,3493.0,4204.0
22.05.31,-5090.0,10587.0,-5854.0,-5725.0,-24.0,65.0,-3.0,-116.0,-52.0,357.0,2022-05-31,10587.0,-5854.0
22.06.02,7928.0,-870.0,-7489.0,-6691.0,-62.0,-700.0,19.0,-84.0,30.0,431.0,2022-06-02,-870.0,-7489.0
22.06.03,-3104.0,-126.0,3220.0,2135.0,-51.0,530.0,26.0,-64.0,643.0,10.0,2022-06-03,-126.0,3220.0
22.06.07,9924.0,-2048.0,-8230.0,-6863.0,-83.0,-805.0,-15.0,-76.0,-388.0,354.0,2022-06-07,-2048.0,-8230.0
22.06.08,1392.0,-1230.0,-554.0,109.0,-139.0,-744.0,8.0,-68.0,280.0,392.0,2022-06-08,-1230.0,-554.0
22.06.09,3730.0,-9340.0,5553.0,6324.0,162.0,219.0,-6.0,-82.0,-1064.0,58.0,2022-06-09,-9340.0,5553.0
22.06.10,11066.0,-8483.0,-2814.0,-2926.0,-56.0,-885.0,70.0,7.0,976.0,230.0,2022-06-10,-8483.0,-2814.0
22.06.13,6679.0,-4955.0,-2181.0,-200.0,-493.0,-1306.0,27.0,5.0,-215.0,458.0,2022-06-13,-4955.0,-2181.0
22.06.14,373.0,-2782.0,1950.0,1968.0,-135.0,-165.0,-88.0,-6.0,376.0,458.0,2022-06-14,-2782.0,1950.0
22.06.15,3465.0,-4755.0,797.0,1658.0,-118.0,-63.0,-112.0,-55.0,-512.0,492.0,2022-06-15,-4755.0,797.0
22.06.16,-1560.0,1551.0,-187.0,135.0,-166.0,-89.0,-16.0,-57.0,7.0,196.0,2022-06-16,1551.0,-187.0
22.06.17,2760.0,-3881.0,531.0,4008.0,-2981.0,-351.0,75.0,5.0,-227.0,590.0,2022-06-17,-3881.0,531.0
22.06.20,1829.0,-6628.0,4448.0,4998.0,-113.0,-286.0,-55.0,-4.0,-92.0,350.0,2022-06-20,-6628.0,4448.0
22.06.21,-2335.0,-3205.0,5407.0,5009.0,49.0,456.0,-5.0,17.0,-119.0,133.0,2022-06-21,-3205.0,5407.0
22.06.22,3756.0,-3207.0,-794.0,358.0,-115.0,-658.0,-31.0,-18.0,-331.0,246.0,2022-06-22,-3207.0,-794.0
22.06.23,-6726.0,-2961.0,9264.0,9744.0,-36.0,216.0,-343.0,-67.0,-250.0,422.0,2022-06-23,-2961.0,9264.0
22.06.24,-6243.0,-369.0,6412.0,5518.0,60.0,787.0,-67.0,-47.0,162.0,199.0,2022-06-24,-369.0,6412.0
22.06.27,-931.0,2655.0,-2026.0,-2866.0,57.0,1115.0,15.0,-4.0,-341.0,302.0,2022-06-27,2655.0,-2026.0
22.06.28,1059.0,-376.0,-885.0,-367.0,126.0,-186.0,-2.0,21.0,-476.0,202.0,2022-06-28,-376.0,-885.0
22.06.29,6953.0,-2273.0,-5046.0,-4073.0,95.0,-621.0,-49.0,1.0,-400.0,366.0,2022-06-29,-2273.0,-5046.0
22.06.30,5208.0,-2335.0,-3204.0,-2369.0,250.0,-1020.0,-28.0,-18.0,-18.0,331.0,2022-06-30,-2335.0,-3204.0
22.07.01,3274.0,-3404.0,-58.0,1328.0,19.0,-906.0,-152.0,1.0,-348.0,188.0,2022-07-01,-3404.0,-58.0
22.07.04,-1825.0,-1403.0,3110.0,4254.0,44.0,-1082.0,-111.0,7.0,-1.0,118.0,2022-07-04,-1403.0,3110.0
22.07.05,-3983.0,1330.0,2501.0,731.0,456.0,1033.0,-1.0,-15.0,297.0,152.0,2022-07-05,1330.0,2501.0
22.07.06,8969.0,-464.0,-8908.0,-4673.0,-4.0,-774.0,-208.0,-2783.0,-466.0,403.0,2022-07-06,-464.0,-8908.0
22.07.07,-4703.0,1431.0,3130.0,2169.0,167.0,210.0,-133.0,35.0,682.0,143.0,2022-07-07,1431.0,3130.0
22.07.08,-874.0,2472.0,-1832.0,-1802.0,152.0,77.0,30.0,17.0,-305.0,233.0,2022-07-08,2472.0,-1832.0
22.07.11,1922.0,-185.0,-1880.0,-709.0,40.0,-812.0,37.0,6.0,-442.0,142.0,2022-07-11,-185.0,-1880.0
22.07.12,2677.0,-440.0,-2388.0,-1447.0,8.0,-1051.0,9.0,32.0,61.0,151.0,2022-07-12,-440.0,-2388.0
22.07.13,-2552.0,-1025.0,3565.0,2491.0,58.0,638.0,2.0,37.0,339.0,12.0,2022-07-13,-1025.0,3565.0
22.07.14,1037.0,3988.0,-5335.0,-5926.0,185.0,756.0,14.0,29.0,-393.0,310.0,2022-07-14,3988.0,-5335.0
22.07.15,-202.0,2631.0,-2629.0,-2928.0,85.0,57.0,-48.0,13.0,191.0,199.0,2022-07-15,2631.0,-2629.0
22.07.18,-4214.0,6275.0,-2000.0,-2668.0,143.0,480.0,181.0,-116.0,-21.0,-61.0,2022-07-18,6275.0,-2000.0
22.07.19,916.0,384.0,-1441.0,-1920.0,126.0,-59.0,22.0,29.0,361.0,140.0,2022-07-19,384.0,-1441.0
22.07.20,642.0,-400.0,-595.0,-579.0,-124.0,285.0,9.0,47.0,-232.0,352.0,2022-07-20,-400.0,-595.0
22.07.21,-3295.0,4393.0,-1133.0,-2038.0,-137.0,1006.0,60.0,9.0,-33.0,36.0,2022-07-21,4393.0,-1133.0
22.07.22,2525.0,374.0,-3036.0,-971.0,-201.0,-1489.0,32.0,-15.0,-392.0,136.0,2022-07-22,374.0,-3036.0
22.07.25,-2802.0,901.0,1928.0,2018.0,-16.0,515.0,11.0,36.0,-636.0,-26.0,2022-07-25,901.0,1928.0
22.07.26,-482.0,21.0,459.0,550.0,62.0,-72.0,-2.0,23.0,-102.0,2.0,2022-07-26,21.0,459.0
22.07.27,2119.0,-1172.0,-552.0,2214.0,151.0,-3050.0,-46.0,-124.0,302.0,-395.0,2022-07-27,-1172.0,-552.0
22.07.28,-3280.0,4089.0,-602.0,477.0,-3.0,-380.0,-59.0,-32.0,-605.0,-207.0,2022-07-28,4089.0,-602.0
22.07.29,-4932.0,3373.0,1478.0,3125.0,-30.0,-787.0,-21.0,-6.0,-802.0,81.0,2022-07-29,3373.0,1478.0
22.08.01,411.0,1362.0,-1755.0,-797.0,16.0,-609.0,-11.0,4.0,-358.0,-18.0,2022-08-01,1362.0,-1755.0
22.08.02,2924.0,2962.0,-5960.0,-3579.0,5.0,-1658.0,-32.0,14.0,-710.0,74.0,2022-08-02,2962.0,-5960.0
22.08.03,-3309.0,4757.0,-1465.0,-375.0,-156.0,-971.0,30.0,46.0,-39.0,17.0,2022-08-03,4757.0,-1465.0
22.08.04,120.0,1974.0,-2265.0,-2099.0,49.0,-565.0,7.0,11.0,332.0,171.0,2022-08-04,1974.0,-2265.0
22.08.05,-4157.0,3755.0,439.0,984.0,78.0,-499.0,8.0,-39.0,-93.0,-37.0,2022-08-05,3755.0,439.0
22.08.08,832.0,1757.0,-2962.0,-2963.0,-470.0,211.0,1.0,-15.0,275.0,372.0,2022-08-08,1757.0,-2962.0
22.08.09,-1767.0,329.0,1371.0,720.0,-132.0,-416.0,4.0,-30.0,1224.0,67.0,2022-08-09,329.0,1371.0
22.08.10,2621.0,-1023.0,-2032.0,-695.0,-144.0,-696.0,70.0,2.0,-569.0,433.0,2022-08-10,-1023.0,-2032.0
