date,indicator,indicator_name,category,frequency,ticker,open,high,low,close,adj_close,volume,unit,source,source_url,downloaded_at
2021-01-11,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,44.810001373291016,47.77000045776367,44.810001373291016,47.77000045776367,47.77000045776367,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-12,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,47.77000045776367,50.119998931884766,47.77000045776367,50.119998931884766,50.119998931884766,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-13,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,50.119998931884766,50.119998931884766,45.599998474121094,45.599998474121094,45.599998474121094,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-14,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,45.599998474121094,46.22999954223633,45.599998474121094,46.22999954223633,46.22999954223633,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-15,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,46.22999954223633,46.22999954223633,45.13999938964844,45.13999938964844,45.13999938964844,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-19,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,45.13999938964844,45.22999954223633,45.13999938964844,45.22999954223633,45.22999954223633,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-20,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,45.22999954223633,45.22999954223633,42.529998779296875,42.529998779296875,42.529998779296875,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-21,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,42.529998779296875,43.0099983215332,42.529998779296875,43.0099983215332,43.0099983215332,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-22,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.0099983215332,43.09000015258789,43.0099983215332,43.09000015258789,43.09000015258789,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-25,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.09000015258789,43.09000015258789,43.08000183105469,43.08000183105469,43.08000183105469,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
