ticker,period,buyback_count,dividend_count,insider_count,total_count,buyback_event_flag,buyback_count_3m,buyback_count_zscore_own_6m,dividend_event_flag,dividend_count_3m,dividend_count_zscore_own_6m,insider_event_flag,insider_count_3m,insider_count_zscore_own_6m,event_activity_score,event_activity_bucket
383220,2026-01-01,0,0,0,0,False,1,-0.408248290463863,False,0,,False,1,-0.6454972243679027,0.11287523130267478,quiet
383220,2026-02-01,0,1,0,1,False,0,-0.408248290463863,True,1,2.041241452319315,False,0,-0.6454972243679027,0.4462085646360081,normal
383220,2026-03-01,0,1,1,2,False,0,-0.408248290463863,True,2,1.2909944487358056,True,1,0.9128709291752768,0.576072577431273,elevated_activity
383220,2026-04-01,0,0,0,0,False,0,-0.408248290463863,False,2,-0.6454972243679027,False,1,-0.6454972243679027,0.11287523130267478,quiet
383220,2026-05-01,0,0,0,0,False,0,,False,1,-0.6454972243679027,False,1,-0.40824829046386296,0.1326459757946781,quiet
383220,2026-06-01,0,0,0,0,False,0,,False,0,-0.6454972243679027,False,0,-0.40824829046386296,0.1326459757946781,quiet
383310,2025-06-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
383310,2025-07-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
383310,2025-08-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
383310,2025-09-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
383310,2025-10-01,2,0,9,11,True,2,1.788854381999832,False,0,,True,9,1.788854381999832,0.649071198499986,elevated_activity
383310,2025-11-01,1,0,0,1,True,3,0.5976143046671968,False,0,,False,9,-0.408248290463863,0.4659793091280114,normal
383310,2025-12-01,1,0,2,3,True,4,0.4082482904638631,False,0,,True,11,0.0462843934046492,0.5038570327837207,elevated_activity
383310,2026-01-01,0,0,2,2,False,2,-0.816496580927726,False,0,,True,4,-0.047781848256749616,0.1626848459786042,normal
383310,2026-02-01,0,2,2,4,False,1,-0.816496580927726,True,2,2.041241452319315,True,6,-0.15007505629691606,0.48749374530859035,normal
383310,2026-03-01,0,0,0,0,False,0,-0.816496580927726,False,2,-0.408248290463863,False,4,-0.7503752814845803,0.1041353932096183,quiet
383310,2026-04-01,0,0,0,0,False,0,-0.6454972243679028,False,2,-0.408248290463863,False,2,-0.9128709291752769,0.09059408923539358,quiet
383310,2026-05-01,0,0,0,0,False,0,-0.40824829046386313,False,0,-0.408248290463863,False,0,-0.9128709291752769,0.09059408923539358,quiet
383310,2026-06-01,0,0,0,0,False,0,,False,0,-0.408248290463863,False,0,-0.6454972243679028,0.11287523130267478,quiet
388210,2025-06-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
388210,2025-07-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
388210,2025-08-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
388210,2025-09-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
388210,2025-10-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
388210,2025-11-01,0,0,7,7,False,0,,False,0,,True,7,2.041241452319315,0.3333333333333333,normal
388210,2025-12-01,0,0,4,4,False,0,,False,0,,True,11,0.7235633974205309,0.2269636164517109,normal
388210,2026-01-01,0,0,6,6,False,0,,False,0,,True,17,0.9741668499413798,0.24784723749511497,normal
388210,2026-02-01,0,0,1,1,False,0,,False,0,,True,11,-0.6454972243679028,0.11287523130267478,quiet
388210,2026-03-01,0,0,1,1,False,0,,False,0,,True,8,-0.7402632125569325,0.10497806562025562,quiet
