ticker,period,balance,balance_ratio,listed_shares
267270,2025-08-01,17659,0.1,17357613
267270,2025-09-01,19489,0.11,17357613
267270,2025-10-01,283886,1.64,17357613
267270,2025-11-01,493029,2.84,17357613
267270,2025-12-01,716120,4.13,17357613
267270,2026-01-01,0,0.0,47974118
267270,2026-02-01,0,0.0,47974118
267270,2026-03-01,0,0.0,47974118
267270,2026-04-01,0,0.0,47974118
267270,2026-05-01,0,0.0,47921897
267270,2026-06-01,0,0.0,47921897
268280,2025-04-01,0,0.0,5000000
268280,2025-05-01,0,0.0,5000000
268280,2025-06-01,700,0.01,5000000
268280,2025-07-01,1266,0.03,5000000
268280,2025-08-01,2921,0.06,5000000
268280,2025-09-01,2457,0.05,5000000
268280,2025-10-01,2810,0.06,5000000
268280,2025-11-01,1819,0.04,5000000
268280,2025-12-01,0,0.0,5000000
268280,2026-01-01,2008,0.04,5000000
268280,2026-02-01,0,0.0,5000000
268280,2026-03-01,0,0.0,5000000
268280,2026-04-01,0,0.0,5000000
268280,2026-05-01,0,0.0,5000000
268280,2026-06-01,2173,0.04,5000000
271560,2025-04-01,123940,0.31,39536132
271560,2025-05-01,167085,0.42,39536132
271560,2025-06-01,245327,0.62,39536132
271560,2025-07-01,111404,0.28,39536132
271560,2025-08-01,370729,0.94,39536132
271560,2025-09-01,705028,1.78,39536132
271560,2025-10-01,857666,2.17,39536132
271560,2025-11-01,18633,0.05,39536132
271560,2025-12-01,18179,0.05,39536132
271560,2026-01-01,4739,0.01,39536132
271560,2026-02-01,0,0.0,39536132
271560,2026-03-01,46051,0.12,39536132
271560,2026-04-01,27083,0.07,39536132
271560,2026-05-01,45012,0.11,39536132
271560,2026-06-01,45570,0.12,39536132
272210,2025-04-01,286685,0.15,188919389
272210,2025-05-01,1420225,0.75,188919389
272210,2025-06-01,1769151,0.94,188919389
272210,2025-07-01,3458829,1.83,188919389
272210,2025-08-01,3863438,2.05,188919389
272210,2025-09-01,3629996,1.92,188919389
272210,2025-10-01,3275132,1.73,188919389
272210,2025-11-01,3929978,2.08,188919389
272210,2025-12-01,2701118,1.43,188919389
272210,2026-01-01,1554392,0.82,188919389
272210,2026-02-01,2085931,1.1,188919389
272210,2026-03-01,3121859,1.65,188919389
272210,2026-04-01,3764163,1.99,188919389
272210,2026-05-01,2687354,1.42,188919389
272210,2026-06-01,2180119,1.15,188919389
272290,2025-04-01,56721,0.28,20227658
272290,2025-05-01,44865,0.22,20227658
272290,2025-06-01,35236,0.17,20227658
272290,2025-07-01,91570,0.45,20227658
272290,2025-08-01,187237,0.93,20227658
272290,2025-09-01,159297,0.79,20227658
272290,2025-10-01,56527,0.28,20227658
272290,2025-11-01,35423,0.18,20227658
272290,2025-12-01,32825,0.16,19927658
272290,2026-01-01,503168,2.52,19927658
272290,2026-02-01,595221,2.99,19927658
272290,2026-03-01,675363,3.39,19937509
272290,2026-04-01,639710,3.21,19937509
272290,2026-05-01,510318,2.56,19937509
272290,2026-06-01,530870,2.66,19937509
277810,2025-04-01,63016,0.32,19399858
277810,2025-05-01,130866,0.67,19399858
277810,2025-06-01,186387,0.96,19399858
277810,2025-07-01,484424,2.5,19399858
277810,2025-08-01,324087,1.67,19399858
277810,2025-09-01,366828,1.89,19399858
277810,2025-10-01,243821,1.26,19399858
277810,2025-11-01,324790,1.67,19399858
277810,2025-12-01,120350,0.62,19399858
277810,2026-01-01,76309,0.39,19399858
277810,2026-02-01,56336,0.29,19399858
277810,2026-03-01,50722,0.26,19399858
277810,2026-04-01,218411,1.13,19399858
277810,2026-05-01,217738,1.12,19399858
277810,2026-06-01,226444,1.17,19399858
278280,2025-04-01,48079,0.48,10000000
278280,2025-05-01,57732,0.58,10000000
278280,2025-06-01,46598,0.47,10000000
278280,2025-07-01,108104,1.08,10000000
278280,2025-08-01,121718,1.22,10000000
278280,2025-09-01,134169,1.34,10000000
278280,2025-10-01,197377,1.97,10000000
278280,2025-11-01,234299,2.34,10000000
278280,2025-12-01,219948,1.89,11639937
278280,2026-01-01,137163,1.17,11770845
278280,2026-02-01,145831,1.22,11944814
278280,2026-03-01,156417,1.3,12025198
278280,2026-04-01,133146,1.1,12125331
278280,2026-05-01,153661,1.26,12180680
278280,2026-06-01,152170,1.25,12180680
278470,2025-04-01,69539,0.19,37456555
278470,2025-05-01,7464,0.02,37646555
278470,2025-06-01,0,0.0,38044055
278470,2025-07-01,23161,0.06,38044055
278470,2025-08-01,10966,0.03,37430655
278470,2025-09-01,4312,0.01,37430655
278470,2025-10-01,69257,0.19,37430655
278470,2025-11-01,117441,0.31,37430655
278470,2025-12-01,38541,0.1,37430655
278470,2026-01-01,0,0.0,37430655
278470,2026-02-01,59859,0.16,37433155
278470,2026-03-01,147701,0.39,37438155
278470,2026-04-01,135568,0.36,37438155
278470,2026-05-01,204879,0.55,37438155
278470,2026-06-01,262063,0.7,37438155
279570,2026-03-01,816945,0.2,405695151
279570,2026-04-01,1056064,0.26,405695151
279570,2026-05-01,2428197,0.6,405695151
279570,2026-06-01,2529450,0.62,405695151
280360,2025-04-01,31392,0.33,9434574
280360,2025-05-01,37788,0.41,9304574
280360,2025-06-01,29521,0.32,9304574
280360,2025-07-01,51231,0.55,9304574
280360,2025-08-01,79332,0.85,9304574
280360,2025-09-01,77778,0.84,9304574
280360,2025-10-01,81537,0.88,9304574
280360,2025-11-01,25240,0.27,9304574
280360,2025-12-01,23134,0.25,9304574
280360,2026-01-01,34286,0.37,9304574
280360,2026-02-01,21470,0.23,9304574
280360,2026-03-01,40595,0.44,9304574
280360,2026-04-01,22918,0.25,9304574
280360,2026-05-01,29183,0.32,9204574
280360,2026-06-01,37563,0.41,9204574
281740,2025-04-01,684743,1.04,65730548
281740,2025-05-01,730370,1.11,65730548
281740,2025-06-01,1183758,1.8,65730548
281740,2025-07-01,1330291,2.02,65730548
281740,2025-08-01,1286190,1.96,65730548
281740,2025-09-01,1318291,2.01,65730548
281740,2025-10-01,1455499,2.21,65730548
281740,2025-11-01,1519128,2.31,65730548
281740,2025-12-01,1203647,1.83,65730548
281740,2026-01-01,1561924,2.38,65730548
281740,2026-02-01,1442389,2.19,65730548
281740,2026-03-01,1092637,1.66,65730548
281740,2026-04-01,1123411,1.71,65730548
281740,2026-05-01,388790,0.59,65730548
281740,2026-06-01,451471,0.69,65730548
282330,2025-04-01,35008,0.2,17283906
282330,2025-05-01,119915,0.69,17283906
282330,2025-06-01,214445,1.24,17283906
282330,2025-07-01,248828,1.44,17283906
282330,2025-08-01,288566,1.67,17283906
282330,2025-09-01,211154,1.22,17283906
282330,2025-10-01,59988,0.35,17283906
282330,2025-11-01,23938,0.14,17283906
282330,2025-12-01,6936,0.04,17283906
282330,2026-01-01,7191,0.04,17283906
282330,2026-02-01,11900,0.07,17283906
282330,2026-03-01,9168,0.05,17283906
282330,2026-04-01,6527,0.04,17283906
282330,2026-05-01,16625,0.1,17283906
282330,2026-06-01,23444,0.14,17283906
285130,2025-04-01,52901,0.31,17253783
285130,2025-05-01,58514,0.34,17253783
285130,2025-06-01,169135,0.98,17253783
285130,2025-07-01,109354,0.63,17253783
285130,2025-08-01,59931,0.35,17253783
285130,2025-09-01,51553,0.3,17253783
285130,2025-10-01,73814,0.43,17298766
285130,2025-11-01,43515,0.25,17298766
285130,2025-12-01,59463,0.34,17298766
285130,2026-01-01,43127,0.25,17298766
285130,2026-02-01,34435,0.2,17298766
285130,2026-03-01,61889,0.36,17298766
285130,2026-04-01,19925,0.12,17298766
285130,2026-05-01,77511,0.45,17298766
285130,2026-06-01,93344,0.54,17298766
290650,2025-04-01,111785,0.49,22684891
290650,2025-05-01,300490,1.3,23178719
290650,2025-06-01,167933,0.68,24618850
290650,2025-07-01,212180,0.86,24618850
290650,2025-08-01,254632,1.03,24618850
290650,2025-09-01,360840,1.47,24618850
290650,2025-10-01,490376,1.99,24618850
290650,2025-11-01,806038,3.27,24618850
290650,2025-12-01,778180,3.16,24618850
290650,2026-01-01,92124,0.37,24842063
290650,2026-02-01,158405,0.64,24842063
290650,2026-03-01,338760,1.36,24847063
290650,2026-04-01,403526,1.62,24847063
290650,2026-05-01,255440,0.95,26969704
290650,2026-06-01,459825,1.7,26969704
293490,2025-04-01,1217137,1.47,82866437
293490,2025-05-01,1332060,1.61,82866437
293490,2025-06-01,2195672,2.65,82866437
293490,2025-07-01,2298695,2.77,82866437
293490,2025-08-01,2077641,2.51,82866437
293490,2025-09-01,2032967,2.45,82866437
293490,2025-10-01,2081411,2.32,89786911
293490,2025-11-01,2014559,2.24,89786911
293490,2025-12-01,2140655,2.38,89786911
293490,2026-01-01,1918277,2.14,89786911
293490,2026-02-01,2415629,2.69,89786911
293490,2026-03-01,2901572,3.23,89786911
293490,2026-04-01,2657366,2.96,89786911
293490,2026-05-01,2500668,2.79,89786911
293490,2026-06-01,2569576,2.86,89786911
295310,2025-04-01,36506,0.31,11901931
295310,2025-05-01,60412,0.51,11901931
295310,2025-06-01,20994,0.18,11901931
295310,2025-07-01,6084,0.05,11901931
295310,2025-08-01,21005,0.18,11901931
295310,2025-09-01,59057,0.5,11901931
295310,2025-10-01,55005,0.46,11901931
295310,2025-11-01,73138,0.61,11901931
295310,2025-12-01,5274,0.04,11901931
295310,2026-01-01,40580,0.34,11901931
295310,2026-02-01,50372,0.42,11901931
295310,2026-03-01,5000,0.04,12027291
295310,2026-04-01,19143,0.16,12027291
295310,2026-05-01,48984,0.41,12027291
295310,2026-06-01,62078,0.52,12027291
298020,2025-04-01,14779,0.34,4327682
298020,2025-05-01,15165,0.35,4327682
298020,2025-06-01,15496,0.36,4327682
298020,2025-07-01,19589,0.45,4327682
298020,2025-08-01,26748,0.62,4327682
298020,2025-09-01,36097,0.83,4327682
298020,2025-10-01,25153,0.58,4327682
298020,2025-11-01,16655,0.38,4327682
298020,2025-12-01,27180,0.63,4327682
298020,2026-01-01,16907,0.39,4327682
298020,2026-02-01,15319,0.35,4327682
298020,2026-03-01,52336,1.21,4327682
298020,2026-04-01,12434,0.29,4327682
298020,2026-05-01,3321,0.08,4327682
298020,2026-06-01,3338,0.08,4327682
298040,2025-04-01,964,0.01,9324548
298040,2025-05-01,0,0.0,9324548
298040,2025-06-01,0,0.0,9324548
298040,2025-07-01,0,0.0,9324548
298040,2025-08-01,2447,0.03,9324548
298040,2025-09-01,3550,0.04,9324548
298040,2025-10-01,5881,0.06,9324548
298040,2025-11-01,4237,0.05,9324548
298040,2025-12-01,8313,0.09,9324548
298040,2026-01-01,574,0.01,9324548
298040,2026-02-01,574,0.01,9324548
298040,2026-03-01,571,0.01,9324548
298040,2026-04-01,538,0.01,9324548
298040,2026-05-01,2201,0.02,9324548
298040,2026-06-01,328,0.0,9324548
298050,2025-04-01,13229,0.3,4479948
298050,2025-05-01,14133,0.32,4479948
298050,2025-06-01,20185,0.45,4479948
298050,2025-07-01,21499,0.48,4479948
298050,2025-08-01,33274,0.74,4479948
298050,2025-09-01,48675,1.09,4479948
298050,2025-10-01,43329,0.97,4479948
298050,2025-11-01,53665,1.2,4479948
298050,2025-12-01,74661,1.67,4479948
298050,2026-01-01,37918,0.85,4479948
298050,2026-02-01,31529,0.7,4479948
298050,2026-03-01,56215,1.25,4479948
298050,2026-04-01,48166,1.08,4479948
298050,2026-05-01,83483,1.86,4479948
298050,2026-06-01,96320,2.15,4479948
298380,2025-04-01,7280,0.02,48528007
298380,2025-05-01,0,0.0,48528007
298380,2025-06-01,84170,0.17,48528007
298380,2025-07-01,252045,0.46,54575095
298380,2025-08-01,246143,0.45,54575095
298380,2025-09-01,152070,0.28,54575095
298380,2025-10-01,0,0.0,55125165
298380,2025-11-01,0,0.0,55125165
298380,2025-12-01,0,0.0,55125165
298380,2026-01-01,0,0.0,55297718
298380,2026-02-01,19799,0.04,55297718
298380,2026-03-01,12774,0.02,55987463
298380,2026-04-01,123553,0.22,55987463
298380,2026-05-01,109956,0.2,55987463
298380,2026-06-01,97804,0.17,55987463
300720,2025-04-01,293353,0.42,69261540
300720,2025-05-01,429317,0.62,69261540
300720,2025-06-01,408495,0.59,69261540
300720,2025-07-01,445974,0.64,69261540
300720,2025-08-01,639403,0.92,69261540
300720,2025-09-01,939434,1.36,69261540
300720,2025-10-01,891996,1.29,69261540
300720,2025-11-01,291951,0.4,73545209
300720,2025-12-01,392404,0.53,73545209
300720,2026-01-01,337994,0.46,73545209
300720,2026-02-01,305655,0.42,73545209
300720,2026-03-01,566022,0.77,73545209
300720,2026-04-01,762359,1.04,73545209
300720,2026-05-01,1006518,1.37,73545209
300720,2026-06-01,957704,1.3,73545209
302440,2025-04-01,697691,0.89,78369145
302440,2025-05-01,720883,0.92,78369145
302440,2025-06-01,799810,1.02,78369145
302440,2025-07-01,919498,1.17,78369145
302440,2025-08-01,1030972,1.32,78369145
302440,2025-09-01,1247959,1.59,78369145
302440,2025-10-01,1143283,1.46,78369145
302440,2025-11-01,936867,1.2,78369145
302440,2025-12-01,1015803,1.3,78390997
302440,2026-01-01,944397,1.2,78434701
302440,2026-02-01,980553,1.25,78434701
302440,2026-03-01,986402,1.26,78434701
302440,2026-04-01,1098752,1.4,78456553
302440,2026-05-01,1340935,1.71,78456553
302440,2026-06-01,1294760,1.65,78456553
304100,2025-04-01,215060,1.77,12130568
304100,2025-05-01,343677,2.83,12130568
304100,2025-06-01,211652,1.74,12130568
304100,2025-07-01,246496,2.03,12132568
304100,2025-08-01,152059,1.25,12135568
304100,2025-09-01,344816,2.81,12263823
304100,2025-10-01,129079,1.02,12593855
304100,2025-11-01,153444,1.22,12593855
304100,2025-12-01,153420,1.22,12593855
304100,2026-01-01,261350,2.08,12593855
304100,2026-02-01,312585,2.48,12593855
304100,2026-03-01,316543,2.51,12593855
304100,2026-04-01,355648,2.82,12593855
304100,2026-05-01,346299,2.75,12593855
304100,2026-06-01,365921,2.91,12593855
307950,2025-04-01,47245,0.17,27423982
307950,2025-05-01,134437,0.49,27423982
307950,2025-06-01,109261,0.4,27423982
307950,2025-07-01,56527,0.21,27423982
307950,2025-08-01,71851,0.26,27423982
307950,2025-09-01,42037,0.15,27423982
307950,2025-10-01,20428,0.07,27423982
307950,2025-11-01,29926,0.11,27423982
307950,2025-12-01,195917,0.71,27423982
307950,2026-01-01,385139,1.4,27423982
307950,2026-02-01,123632,0.45,27423982
307950,2026-03-01,238487,0.87,27423982
307950,2026-04-01,265425,0.97,27423982
307950,2026-05-01,278877,1.02,27423982
307950,2026-06-01,299832,1.09,27423982
310210,2025-04-01,209383,1.14,18388449
310210,2025-05-01,283136,1.54,18388449
310210,2025-06-01,259854,1.41,18388449
310210,2025-07-01,277325,1.51,18391421
310210,2025-08-01,304027,1.65,18391421
310210,2025-09-01,144560,0.79,18391421
310210,2025-10-01,187454,1.02,18393121
310210,2025-11-01,221554,1.2,18393121
310210,2025-12-01,137033,0.75,18393121
310210,2026-01-01,124287,0.68,18393521
310210,2026-02-01,58013,0.32,18393521
310210,2026-03-01,66864,0.36,18393521
310210,2026-04-01,94548,0.51,18402171
310210,2026-05-01,155209,0.84,18402171
310210,2026-06-01,136472,0.74,18402171
316140,2025-04-01,767845,0.1,742591501
316140,2025-05-01,758221,0.1,742591501
316140,2025-06-01,2375989,0.32,742591501
316140,2025-07-01,1494242,0.2,742591501
316140,2025-08-01,1496258,0.2,742591501
316140,2025-09-01,1710516,0.23,742591501
316140,2025-10-01,849794,0.12,734076320
316140,2025-11-01,805329,0.11,734076320
316140,2025-12-01,528293,0.07,734076320
316140,2026-01-01,486574,0.07,734076320
316140,2026-02-01,80268,0.01,734076320
316140,2026-03-01,79376,0.01,734076320
316140,2026-04-01,136456,0.02,734076320
316140,2026-05-01,149800,0.02,734076320
316140,2026-06-01,234391,0.03,734076320
319400,2025-04-01,0,0.0,117845901
319400,2025-05-01,0,0.0,117845901
319400,2025-06-01,48624,0.04,117845901
319400,2025-07-01,22523,0.02,111251901
319400,2025-08-01,26255,0.02,111376039
319400,2025-09-01,116824,0.1,111376039
319400,2025-10-01,796822,0.72,111376039
319400,2025-11-01,331034,0.3,111376039
319400,2025-12-01,278870,0.25,111376039
319400,2026-01-01,352584,0.32,111376039
319400,2026-02-01,507504,0.46,111376039
319400,2026-03-01,317100,0.28,111376039
319400,2026-04-01,307897,0.28,111376039
319400,2026-05-01,206529,0.19,111376039
319400,2026-06-01,186250,0.17,111376039
319660,2025-04-01,324908,1.12,28966714
319660,2025-05-01,261048,0.9,28966714
319660,2025-06-01,110233,0.38,28966714
319660,2025-07-01,95839,0.33,28966714
319660,2025-08-01,0,0.0,28966714
319660,2025-09-01,83221,0.29,28966714
319660,2025-10-01,41202,0.14,28966714
319660,2025-11-01,117161,0.4,28966714
319660,2025-12-01,382929,1.32,28966714
319660,2026-01-01,89718,0.31,28966714
319660,2026-02-01,247546,0.85,28966714
319660,2026-03-01,656949,2.27,28966714
319660,2026-04-01,158610,0.55,28966714
319660,2026-05-01,167581,0.58,28966714
319660,2026-06-01,99979,0.35,28966714
322000,2025-04-01,22091,0.2,11200000
322000,2025-05-01,77960,0.7,11200000
322000,2025-06-01,132602,1.18,11200000
322000,2025-07-01,133618,1.19,11200000
322000,2025-08-01,151182,1.35,11200000
322000,2025-09-01,45499,0.41,11200000
322000,2025-10-01,11146,0.1,11200000
322000,2025-11-01,20791,0.19,11200000
322000,2025-12-01,29961,0.27,11200000
322000,2026-01-01,30478,0.27,11200000
322000,2026-02-01,35432,0.32,11200000
322000,2026-03-01,85680,0.77,11200000
322000,2026-04-01,104625,0.93,11200000
322000,2026-05-01,96479,0.86,11200000
322000,2026-06-01,64416,0.58,11200000
323280,2025-04-01,238567,0.78,30440730
323280,2025-05-01,290808,0.95,30500730
323280,2025-06-01,686933,2.25,30500730
323280,2025-07-01,423940,1.39,30500730
323280,2025-08-01,522450,1.71,30500730
323280,2025-09-01,702432,2.3,30500730
323280,2025-10-01,772718,2.53,30500730
323280,2025-11-01,528182,1.73,30500730
323280,2025-12-01,260296,0.85,30500730
323280,2026-01-01,163168,0.53,30537980
323280,2026-02-01,238155,0.78,30537980
323280,2026-03-01,540826,1.77,30537980
323280,2026-04-01,984683,3.22,30537980
323280,2026-05-01,1361695,4.46,30537980
323280,2026-06-01,1272406,4.17,30537980
323410,2025-04-01,4119668,0.86,476976137
323410,2025-05-01,4534559,0.95,476989437
323410,2025-06-01,3685135,0.77,476989437
323410,2025-07-01,6548722,1.37,476989437
323410,2025-08-01,7975064,1.67,476990437
323410,2025-09-01,7463128,1.56,476990437
323410,2025-10-01,7658453,1.61,476990437
323410,2025-11-01,9940697,2.08,476990437
323410,2025-12-01,10136389,2.12,477011437
323410,2026-01-01,8830402,1.85,477011437
323410,2026-02-01,6176461,1.29,477041437
323410,2026-03-01,6861999,1.44,477043937
323410,2026-04-01,7898945,1.66,477120437
323410,2026-05-01,11822711,2.48,477120437
323410,2026-06-01,11941926,2.5,477120437
326030,2025-04-01,484580,0.62,78313250
326030,2025-05-01,609510,0.78,78313250
326030,2025-06-01,720375,0.92,78313250
326030,2025-07-01,912707,1.17,78313250
326030,2025-08-01,1071710,1.37,78313250
326030,2025-09-01,949830,1.21,78313250
326030,2025-10-01,1066803,1.36,78313250
326030,2025-11-01,533675,0.68,78313250
326030,2025-12-01,417953,0.53,78313250
326030,2026-01-01,450624,0.58,78313250
326030,2026-02-01,648616,0.83,78313250
326030,2026-03-01,1056522,1.35,78313250
326030,2026-04-01,1363004,1.74,78313250
326030,2026-05-01,49813,0.06,78313250
326030,2026-06-01,39016,0.05,78313250
328130,2025-04-01,115761,0.4,28995240
328130,2025-05-01,389583,1.34,29149918
328130,2025-06-01,711422,2.44,29149918
328130,2025-07-01,1115457,3.83,29149918
328130,2025-08-01,1003101,3.43,29204590
328130,2025-09-01,950775,3.26,29204590
328130,2025-10-01,789168,2.7,29204590
328130,2025-11-01,1385875,4.74,29256746
328130,2025-12-01,1323158,4.52,29256746
328130,2026-01-01,1188819,4.06,29256746
328130,2026-02-01,1171857,4.0,29284502
328130,2026-03-01,990725,3.38,29284502
328130,2026-04-01,1019309,3.48,29284502
328130,2026-05-01,1561035,2.1,74382636
328130,2026-06-01,1512222,2.03,74382636
329180,2025-04-01,325742,0.37,88773116
329180,2025-05-01,289987,0.33,88773116
329180,2025-06-01,317295,0.36,88773116
329180,2025-07-01,191817,0.22,88773116
329180,2025-08-01,358776,0.4,88773116
329180,2025-09-01,338822,0.38,88773116
329180,2025-10-01,255094,0.29,88773116
329180,2025-11-01,1599066,1.8,88773116
329180,2025-12-01,628016,0.6,104961225
329180,2026-01-01,528474,0.5,104961225
329180,2026-02-01,525223,0.5,104961225
329180,2026-03-01,537469,0.51,104961225
329180,2026-04-01,2489623,2.37,104961225
329180,2026-05-01,2738954,2.61,104961225
329180,2026-06-01,2765411,2.63,104961225
336260,2025-04-01,1693160,2.59,65493726
336260,2025-05-01,2020519,3.09,65493726
336260,2025-06-01,2054922,3.14,65493726
336260,2025-07-01,2365490,3.61,65493726
336260,2025-08-01,2155628,3.29,65493726
336260,2025-09-01,1945852,2.97,65493726
336260,2025-10-01,916124,1.4,65493726
336260,2025-11-01,882739,1.35,65493726
336260,2025-12-01,1346520,2.06,65493726
336260,2026-01-01,1263475,1.93,65493726
336260,2026-02-01,1348231,2.06,65493726
336260,2026-03-01,1924002,2.94,65493726
336260,2026-04-01,857011,1.31,65493726
336260,2026-05-01,201029,0.31,65493726
336260,2026-06-01,265523,0.41,65493726
336570,2025-04-01,138658,0.16,89439012
336570,2025-05-01,120624,0.13,89439012
336570,2025-06-01,111721,0.12,89968897
336570,2025-07-01,12464,0.01,89968897
336570,2025-08-01,0,0.0,89968897
336570,2025-09-01,106751,0.12,89968897
336570,2025-10-01,193255,0.21,89968897
336570,2025-11-01,168750,0.19,89968897
336570,2025-12-01,146480,0.16,89968897
336570,2026-01-01,406948,0.45,89968897
336570,2026-02-01,671760,0.75,89968897
336570,2026-03-01,782808,0.87,89968897
336570,2026-04-01,1477048,1.65,89580646
336570,2026-05-01,1855854,2.07,89580646
336570,2026-06-01,2174776,2.43,89580646
347700,2025-04-01,48662,0.13,38500917
347700,2025-05-01,106669,0.28,38500917
347700,2025-06-01,111621,0.28,39203883
347700,2025-07-01,183606,0.47,39228419
347700,2025-08-01,247835,0.63,39228419
347700,2025-09-01,216955,0.55,39228419
347700,2025-10-01,169259,0.43,39228419
347700,2025-11-01,261012,0.67,39228419
347700,2025-12-01,0,0.0,46636786
347700,2026-01-01,308136,0.66,46872388
347700,2026-02-01,0,0.0,47186524
347700,2026-03-01,86568,0.18,49320688
347700,2026-04-01,235251,0.47,50089248
347700,2026-05-01,260798,0.51,50814305
347700,2026-06-01,259477,0.51,50814305
347850,2025-04-01,0,0.0,10707301
347850,2025-05-01,0,0.0,10747301
347850,2025-06-01,1600,0.01,10820699
347850,2025-07-01,2641,0.02,10820699
347850,2025-08-01,6109,0.06,10820699
347850,2025-09-01,136056,1.25,10856319
347850,2025-10-01,92668,0.85,10856319
347850,2025-11-01,307610,2.83,10856319
347850,2025-12-01,613860,1.41,43535430
347850,2026-01-01,564367,1.3,43535430
347850,2026-02-01,637042,1.46,43535430
347850,2026-03-01,623059,1.42,43804147
347850,2026-04-01,610271,1.39,43804147
347850,2026-05-01,547542,1.25,43804147
347850,2026-06-01,510304,1.16,43804147
348210,2025-04-01,87648,0.84,10477005
348210,2025-05-01,70589,0.67,10477005
348210,2025-06-01,55762,0.53,10477005
348210,2025-07-01,90076,0.86,10477005
348210,2025-08-01,178475,1.7,10477005
348210,2025-09-01,175692,1.68,10477005
348210,2025-10-01,300190,2.87,10477005
348210,2025-11-01,258878,2.47,10477005
348210,2025-12-01,296127,2.83,10477005
348210,2026-01-01,251748,2.4,10477005
348210,2026-02-01,174915,1.67,10477005
348210,2026-03-01,93169,0.89,10477005
348210,2026-04-01,107210,1.02,10477005
348210,2026-05-01,166566,1.59,10477005
348210,2026-06-01,140304,1.34,10477005
348370,2025-04-01,682871,3.22,21194303
348370,2025-05-01,798678,3.77,21194303
348370,2025-06-01,776940,3.67,21194303
348370,2025-07-01,868297,4.0,21725019
348370,2025-08-01,1192748,5.49,21725019
348370,2025-09-01,1322705,6.08,21767445
348370,2025-10-01,1195829,5.49,21767445
348370,2025-11-01,1364680,6.27,21767445
348370,2025-12-01,1459371,6.7,21767445
348370,2026-01-01,1286337,5.89,21850136
348370,2026-02-01,1473091,6.72,21910992
348370,2026-03-01,1583406,7.23,21910992
348370,2026-04-01,1986050,9.06,21910993
348370,2026-05-01,2126838,9.71,21910993
348370,2026-06-01,2225317,10.16,21910993
352480,2025-04-01,71177,0.71,10013941
352480,2025-05-01,109997,1.1,10013941
352480,2025-06-01,109447,1.09,10013941
352480,2025-07-01,80473,0.8,10013941
352480,2025-08-01,95308,0.95,10013941
352480,2025-09-01,92525,0.92,10013941
352480,2025-10-01,93500,0.69,13629901
352480,2025-11-01,75641,0.55,13629901
352480,2025-12-01,98658,0.72,13629901
352480,2026-01-01,127520,0.94,13629901
352480,2026-02-01,153966,1.13,13629901
352480,2026-03-01,142739,1.05,13629901
352480,2026-04-01,161665,1.19,13629901
352480,2026-05-01,142921,1.05,13629901
352480,2026-06-01,137115,1.01,13629901
352820,2025-04-01,434798,1.04,41652097
352820,2025-05-01,545861,1.31,41652097
352820,2025-06-01,433328,1.04,41652097
352820,2025-07-01,304720,0.73,41652097
352820,2025-08-01,378070,0.91,41652097
352820,2025-09-01,606994,1.46,41652097
352820,2025-10-01,290595,0.69,42098022
352820,2025-11-01,579999,1.36,42560114
352820,2025-12-01,749405,1.76,42568371
352820,2026-01-01,675245,1.58,42732609
352820,2026-02-01,343895,0.8,43039485
352820,2026-03-01,367868,0.85,43067846
352820,2026-04-01,772121,1.79,43102249
352820,2026-05-01,1317736,3.06,43102249
352820,2026-06-01,1170470,2.72,43102249
353200,2025-04-01,305096,0.62,49416925
353200,2025-05-01,224721,0.45,49416925
353200,2025-06-01,368313,0.75,49416925
353200,2025-07-01,452616,0.92,49416925
353200,2025-08-01,611212,1.24,49416925
353200,2025-09-01,1298292,2.63,49416925
353200,2025-10-01,1110679,2.25,49416925
353200,2025-11-01,1286932,2.6,49416925
353200,2025-12-01,499613,1.01,49416925
353200,2026-01-01,215603,0.44,49416925
353200,2026-02-01,148468,0.3,49416925
353200,2026-03-01,129437,0.26,49416925
353200,2026-04-01,11000,0.02,49416925
353200,2026-05-01,0,0.0,49416925
353200,2026-06-01,5300,0.01,49416925
356860,2025-04-01,227549,2.31,9832630
356860,2025-05-01,234224,2.38,9832630
356860,2025-06-01,70169,0.71,9832630
356860,2025-07-01,47142,0.48,9832630
356860,2025-08-01,22753,0.23,9832630
356860,2025-09-01,0,0.0,9832630
356860,2025-10-01,1600,0.02,9832630
356860,2025-11-01,3680,0.04,9832630
356860,2025-12-01,0,0.0,9832630
356860,2026-01-01,4041,0.04,9832630
356860,2026-02-01,2918,0.03,9832630
356860,2026-03-01,8385,0.09,9832630
356860,2026-04-01,5600,0.06,9832630
356860,2026-05-01,10029,0.1,9832630
356860,2026-06-01,1600,0.02,9832630
357780,2025-04-01,53401,0.69,7778566
357780,2025-05-01,33180,0.43,7778566
357780,2025-06-01,41895,0.54,7778566
357780,2025-07-01,52804,0.68,7778566
357780,2025-08-01,48168,0.62,7778566
357780,2025-09-01,102939,1.32,7778566
357780,2025-10-01,76998,0.99,7778566
357780,2025-11-01,62103,0.8,7778566
357780,2025-12-01,154372,1.98,7778566
357780,2026-01-01,143485,1.84,7778566
357780,2026-02-01,111527,1.43,7778566
357780,2026-03-01,150496,1.93,7778566
357780,2026-04-01,157047,2.02,7778566
357780,2026-05-01,150890,1.94,7778566
357780,2026-06-01,199776,2.57,7778566
358570,2025-04-01,47260,0.08,61614273
358570,2025-05-01,166932,0.27,61614273
