period,group_name,keywords,ratio,chunk_id
2024-02-01,auto,자동차|전기차|현대차|자동차부품,5.64549,0
2024-03-01,auto,자동차|전기차|현대차|자동차부품,3.76444,0
2024-04-01,auto,자동차|전기차|현대차|자동차부품,3.44581,0
2024-05-01,auto,자동차|전기차|현대차|자동차부품,3.3895,0
2024-06-01,auto,자동차|전기차|현대차|자동차부품,3.68078,0
2024-07-01,auto,자동차|전기차|현대차|자동차부품,4.00976,0
2024-08-01,auto,자동차|전기차|현대차|자동차부품,4.06599,0
2024-09-01,auto,자동차|전기차|현대차|자동차부품,2.95733,0
2024-10-01,auto,자동차|전기차|현대차|자동차부품,2.95333,0
2024-11-01,auto,자동차|전기차|현대차|자동차부품,3.22713,0
2024-12-01,auto,자동차|전기차|현대차|자동차부품,2.66767,0
2025-01-01,auto,자동차|전기차|현대차|자동차부품,3.11247,0
2025-02-01,auto,자동차|전기차|현대차|자동차부품,3.21686,0
2025-03-01,auto,자동차|전기차|현대차|자동차부품,3.72128,0
2025-04-01,auto,자동차|전기차|현대차|자동차부품,3.74414,0
2025-05-01,auto,자동차|전기차|현대차|자동차부품,2.89544,0
2025-06-01,auto,자동차|전기차|현대차|자동차부품,3.56249,0
2025-07-01,auto,자동차|전기차|현대차|자동차부품,3.8672,0
2025-08-01,auto,자동차|전기차|현대차|자동차부품,3.36754,0
2025-09-01,auto,자동차|전기차|현대차|자동차부품,3.51866,0
2025-10-01,auto,자동차|전기차|현대차|자동차부품,5.18021,0
2025-11-01,auto,자동차|전기차|현대차|자동차부품,3.96564,0
2025-12-01,auto,자동차|전기차|현대차|자동차부품,4.34555,0
2026-01-01,auto,자동차|전기차|현대차|자동차부품,13.46426,0
2026-02-01,auto,자동차|전기차|현대차|자동차부품,8.6911,0
2026-03-01,auto,자동차|전기차|현대차|자동차부품,9.21393,0
2026-04-01,auto,자동차|전기차|현대차|자동차부품,7.59031,0
2026-05-01,auto,자동차|전기차|현대차|자동차부품,10.96699,0
2026-06-01,auto,자동차|전기차|현대차|자동차부품,1.73145,0
2021-01-01,battery,2차전지|배터리|전고체배터리|양극재,0.7612,0
2021-02-01,battery,2차전지|배터리|전고체배터리|양극재,0.45098,0
2021-03-01,battery,2차전지|배터리|전고체배터리|양극재,0.52429,0
2021-04-01,battery,2차전지|배터리|전고체배터리|양극재,0.35652,0
2021-05-01,battery,2차전지|배터리|전고체배터리|양극재,0.27069,0
2021-06-01,battery,2차전지|배터리|전고체배터리|양극재,0.26771,0
2021-07-01,battery,2차전지|배터리|전고체배터리|양극재,0.3231,0
2021-08-01,battery,2차전지|배터리|전고체배터리|양극재,0.36139,0
2021-09-01,battery,2차전지|배터리|전고체배터리|양극재,0.40501,0
2021-10-01,battery,2차전지|배터리|전고체배터리|양극재,0.37446,0
2021-11-01,battery,2차전지|배터리|전고체배터리|양극재,0.32325,0
2021-12-01,battery,2차전지|배터리|전고체배터리|양극재,0.30649,0
2022-01-01,battery,2차전지|배터리|전고체배터리|양극재,0.31881,0
2022-02-01,battery,2차전지|배터리|전고체배터리|양극재,0.21368,0
2022-03-01,battery,2차전지|배터리|전고체배터리|양극재,0.28687,0
2022-04-01,battery,2차전지|배터리|전고체배터리|양극재,0.24991,0
2022-05-01,battery,2차전지|배터리|전고체배터리|양극재,0.23144,0
2022-06-01,battery,2차전지|배터리|전고체배터리|양극재,0.25396,0
2022-07-01,battery,2차전지|배터리|전고체배터리|양극재,0.24583,0
2022-08-01,battery,2차전지|배터리|전고체배터리|양극재,0.26804,0
2022-09-01,battery,2차전지|배터리|전고체배터리|양극재,0.29268,0
2022-10-01,battery,2차전지|배터리|전고체배터리|양극재,0.31486,0
2022-11-01,battery,2차전지|배터리|전고체배터리|양극재,0.34911,0
2022-12-01,battery,2차전지|배터리|전고체배터리|양극재,0.33377,0
2023-01-01,battery,2차전지|배터리|전고체배터리|양극재,0.31977,0
2023-02-01,battery,2차전지|배터리|전고체배터리|양극재,0.35495,0
2023-03-01,battery,2차전지|배터리|전고체배터리|양극재,0.74416,0
2023-04-01,battery,2차전지|배터리|전고체배터리|양극재,0.87778,0
2023-05-01,battery,2차전지|배터리|전고체배터리|양극재,0.4893,0
2023-06-01,battery,2차전지|배터리|전고체배터리|양극재,0.53308,0
2023-07-01,battery,2차전지|배터리|전고체배터리|양극재,1.01913,0
2023-08-01,battery,2차전지|배터리|전고체배터리|양극재,0.64871,0
2023-09-01,battery,2차전지|배터리|전고체배터리|양극재,0.44775,0
2023-10-01,battery,2차전지|배터리|전고체배터리|양극재,0.49896,0
2023-11-01,battery,2차전지|배터리|전고체배터리|양극재,0.55084,0
2023-12-01,battery,2차전지|배터리|전고체배터리|양극재,0.42251,0
2024-01-01,battery,2차전지|배터리|전고체배터리|양극재,0.50176,0
2024-02-01,battery,2차전지|배터리|전고체배터리|양극재,0.35449,0
2024-03-01,battery,2차전지|배터리|전고체배터리|양극재,0.44012,0
2024-04-01,battery,2차전지|배터리|전고체배터리|양극재,0.34947,0
