,Open,High,Low,Close,Volume,Adj Close
2019-06-28,468.0,475.0,445.0,451.5,1554.0,451.5
2019-07-01,452.0,452.0,430.0,434.75,180.0,434.75
2019-07-02,432.75,437.5,424.0,424.0,340.0,424.0
2019-07-03,424.0,436.0,424.0,436.0,105.0,436.0
2019-07-05,430.5,439.0,430.5,439.0,83.0,439.0
2019-07-08,438.5,446.25,438.25,442.0,150.0,442.0
2019-07-09,443.0,443.0,439.0,440.5,17.0,440.5
2019-07-10,444.0,444.0,441.25,441.25,8.0,441.25
2019-07-11,441.25,461.25,439.0,461.25,7.0,461.25
2019-07-12,461.25,461.25,461.25,461.25,41429.0,461.25
2019-07-15,467.25,472.5,447.25,449.0,31495.0,449.0
2019-07-16,449.25,451.75,442.25,446.25,22965.0,446.25
2019-07-17,446.25,451.75,440.0,441.75,24826.0,441.75
2019-07-18,440.0,441.25,432.0,432.75,21790.0,432.75
2019-07-19,432.75,452.25,431.25,440.0,24272.0,440.0
2019-07-22,440.0,443.25,428.0,429.25,28304.0,429.25
2019-07-23,430.0,435.5,426.5,431.5,30071.0,431.5
2019-07-24,430.5,441.5,430.25,439.5,39229.0,439.5
2019-07-25,439.5,450.0,436.0,437.5,40432.0,437.5
2019-07-26,437.0,438.25,431.0,432.0,23290.0,432.0
2019-07-29,431.0,440.25,430.0,436.5,23615.0,436.5
2019-07-30,434.5,436.0,430.0,433.5,25887.0,433.5
2019-07-31,432.0,434.5,421.25,422.75,30589.0,422.75
2019-08-01,422.75,425.5,410.75,415.75,35166.0,415.75
2019-08-02,415.75,422.5,415.75,421.75,27699.0,421.75
2019-08-05,421.25,427.5,413.5,426.75,24668.0,426.75
2019-08-06,423.5,425.75,416.5,418.0,28781.0,418.0
2019-08-07,418.0,420.25,410.5,417.75,35904.0,417.75
2019-08-08,418.25,422.0,414.75,418.5,53729.0,418.5
2019-08-09,417.0,421.0,414.75,417.0,55125.0,417.0
2019-08-12,417.0,417.0,387.5,392.25,51207.0,392.25
2019-08-13,390.5,396.25,382.75,383.5,43264.0,383.5
2019-08-14,383.75,390.0,380.75,384.75,36196.0,384.75
2019-08-15,386.0,392.0,384.5,389.75,26732.0,389.75
2019-08-16,389.75,394.75,389.25,394.25,18955.0,394.25
2019-08-19,394.25,394.5,388.75,391.25,18529.0,391.25
2019-08-20,390.25,393.25,384.5,386.75,18048.0,386.75
2019-08-21,387.5,388.25,384.0,386.25,17340.0,386.25
2019-08-22,387.5,394.75,387.0,393.25,22319.0,393.25
2019-08-23,393.25,395.5,387.75,391.5,19798.0,391.5
2019-08-26,390.0,395.0,387.75,389.0,19856.0,389.0
2019-08-27,389.0,394.5,387.5,392.75,21288.0,392.75
2019-08-28,392.0,393.75,385.75,392.25,13668.0,392.25
2019-08-29,392.25,393.75,385.25,387.25,16622.0,387.25
2019-08-30,387.0,387.0,374.25,378.25,3297.0,378.25
2019-09-03,382.0,382.0,361.75,362.0,188.0,362.0
2019-09-04,370.25,374.0,367.5,374.0,140.0,374.0
2019-09-05,378.75,383.0,372.0,382.0,65.0,382.0
2019-09-06,379.0,379.0,375.25,375.25,6.0,375.25
2019-09-09,370.25,380.0,370.25,380.0,7.0,380.0
2019-09-10,375.0,382.0,375.0,382.0,21.0,382.0
2019-09-11,376.75,376.75,376.75,376.75,14.0,376.75
2019-09-12,380.0,380.0,380.0,380.0,4.0,380.0
2019-09-13,387.5,387.75,383.5,383.5,20157.0,383.5
2019-09-16,403.0,409.75,398.75,409.0,23294.0,409.0
2019-09-17,406.5,408.5,400.75,402.25,22082.0,402.25
2019-09-18,402.25,411.0,399.0,409.75,23490.0,409.75
